ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
B07L3T1MCC,Compression Socks for Women 15-20 mmHg Knee High Support Socks,FRANK&CLAIRE,"Clothing, Shoes & Jewelry",$0,0,$19.99,N.A.,N.A.,"1,096,027",12,45,1,FRANK&CLAIRE,4.1,"""2.9"" x ""5.9"" x ""9.6""",,1.3007
B07H7DB4KB,Compression Socks for Women 15-20 mmHg Knee High Support Socks,FRANK&CLAIRE,"Clothing, Shoes & Jewelry",$0,0,$13.99,$5.29,8.7,"1,169,048",12,59,1,FRANK&CLAIRE,4.1,"""1.5748"" x ""6.1024"" x ""10.8661""",Standard (Large),0.366
B07H7FXPK3,Compression Socks for Women 15-20 mmHg Knee High Support Socks,FRANK&CLAIRE,"Clothing, Shoes & Jewelry",$0,0,$13.99,$5.29,8.7,"1,293,796",17,60,1,FRANK&CLAIRE,3.7,"""1.8"" x ""3.8"" x ""8.8""",Standard (Large),0.2491
B07KG67J6R,Compression Socks for Women 15-20 mmHg Knee High Support Socks,FRANK&CLAIRE,Health & Household,$0,0,$13.99,$5.29,8.7,"470,977",17,55,1,FRANK&CLAIRE,3.8,"""1.1"" x ""4.1"" x ""8.6""",Standard (Large),0.2006
B07H7B3JN2,Compression Socks for Women 15-20 mmHg Knee High Support Socks,FRANK&CLAIRE,Health & Household,$0,0,$13.99,N.A.,N.A.,"422,343",17,55,1,FRANK&CLAIRE,3.8,"""1.4173"" x ""6.1024"" x ""11.3386""",,0.3263
B07H7DGNWP,Compression Socks for Women 15-20 mmHg Knee High Support Socks,FRANK&CLAIRE,Health & Household,$0,0,$13.99,$5.29,8.7,"489,190",17,55,1,FRANK&CLAIRE,3.8,"""1.8"" x ""4.5"" x ""10.15""",Standard (Large),0.1499
B07JBW4CB3,Compression Socks for Women 15-20 mmHg Knee High Support Socks,FRANK&CLAIRE,Health & Household,$0,0,$13.99,N.A.,N.A.,"493,103",17,55,1,FRANK&CLAIRE,3.8,N.A.,,
B07C1N8SGP,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,Health & Household,$0,0,$13.99,$5.29,8.7,"544,893",16,54,1,FRANK&CLAIRE,4.2,"""9.37"" x ""5.75"" x ""1.93""",Standard (Large),0.35
B079HP2TYV,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,Health & Household,$13.99,1,$13.99,$5.29,8.7,"543,252",5,54,2,FRANK&CLAIRE,4.6,"""10.5"" x ""6"" x ""1.5""",Standard (Large),0.35
B07BQLBZMP,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,"Clothing, Shoes & Jewelry",$0,0,$13.99,$5.29,8.7,"1,399,683",1,54,1,FRANK&CLAIRE,4,"""9.8"" x ""6.3"" x ""1.5""",Standard (Large),0.23
B079HPK65Y,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,"Clothing, Shoes & Jewelry",$0,0,$13.99,$5.29,8.7,"1,435,254",3,54,1,FRANK&CLAIRE,5,"""11.4"" x ""6.3"" x ""1.6""",Standard (Large),0.36
B07BQPGV9F,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,"Clothing, Shoes & Jewelry",$0,0,$13.99,$5.29,8.7,"1,360,358",1,59,1,FRANK&CLAIRE,5,"""9.8"" x ""6.3"" x ""1.5""",Standard (Large),0.23
B079HRYZH9,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,Health & Household,$0,0,$13.99,N.A.,N.A.,"541,067",7,54,1,FRANK&CLAIRE,4.8,"""0"" x ""0"" x ""0""",,0
B07CBS534J,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,Health & Household,$0,0,$13.99,$5.29,8.7,"531,830",1,34,1,FRANK&CLAIRE,1,"""10.63"" x ""5.43"" x ""1.89""",Standard (Large),0.39
B07BQVD2J6,Compression Socks Women Men 15-20mmhg,FRANK&CLAIRE,Health & Household,$13.99,1,$13.99,$5.29,8.7,"543,252",3,54,1,FRANK&CLAIRE,2.7,"""10"" x ""5.75"" x ""1.61""",Standard (Large),0.38
B07DS1Z37K,Frank＆Claire 3 Pairs Plantar Fasciitis Socks Compression Foot Sleeves Men Women Ankle Brace with Arch Support 15-20 mmHg for Pain Relief Heel Pain and Treatment (Men L10-13),FRANK&CLAIRE,Health & Household,$0,0,$19.99,$6.19,13.8,"1,329,875",,72,1,FRANK&CLAIRE,,"""1.6"" x ""6"" x ""9.6""",Standard (Large),0.399
B07DS3KDTY,Frank＆Claire Pack of 3 Athletic Running Socks for Women Men Quick Dry Moisture Wicking Cushion Padding Sports Socks Best for Running Yoga Fitness Other Sports (S/M),FRANK&CLAIRE,Sports & Outdoors,$0,0,$6.82,N.A.,N.A.,"1,198,385",2,68,1,FRANK&CLAIRE,5,N.A.,,
B07KYFQNMN,Frank＆Claire Women Men Cotton Hidden Sport Athletic Heavy Cushioned Tab Running Socks Low Cut Toe Socks,FRANK&CLAIRE,Sports & Outdoors,$0,0,$13.99,$4.51,9.48,"1,601,726",2,53,1,FRANK&CLAIRE,1,"""0.2"" x ""0.2"" x ""0.2""",Standard (Small),0.2
B07KYH1C97,Frank＆Claire Women Men Cotton Hidden Sport Athletic Heavy Cushioned Tab Running Socks Low Cut Toe Socks,FRANK&CLAIRE,Sports & Outdoors,$0,0,$13.99,$4.51,9.48,"545,969",1,58,1,FRANK&CLAIRE,1,"""0.2"" x ""0.2"" x ""0.2""",Standard (Small),0.2
B07KYG2VXQ,Frank＆Claire Women Men Cotton Hidden Sport Athletic Heavy Cushioned Tab Running Socks Low Cut Toe Socks,FRANK&CLAIRE,Sports & Outdoors,$0,0,$13.99,$4.51,9.48,"1,224,105",3,53,1,FRANK&CLAIRE,1,"""0.2"" x ""0.2"" x ""0.2""",Standard (Small),0.2
B07KYF5H9T,Frank＆Claire Women Men Cotton Hidden Sport Athletic Heavy Cushioned Tab Running Socks Low Cut Toe Socks,FRANK&CLAIRE,Sports & Outdoors,$0,0,$11.28,$4.1,7.18,"1,602,674",3,58,1,FRANK&CLAIRE,1,"""0.2"" x ""0.2"" x ""0.2""",Standard (Small),0.2
B0732T5G3Y,House of Cards Frank & Claire Crowns T-Shirt,House of Cards,"Clothing, Shoes & Jewelry",$0,0,$24.99,$6.94,18.05,"11,146,881",,33,1,Amazon.com,,"""15"" x ""12"" x ""1""",Standard (Large),0.3
B072WF43S9,House of Cards Frank/Claire 2016 Campaign Logo T-Shirt,House of Cards,"Clothing, Shoes & Jewelry",$0,0,$24.99,$6.94,18.05,"11,236,394",,36,1,Amazon.com,,"""15"" x ""12"" x ""1""",Standard (Large),0.3
B07G74RW1R,Toeless Compression Socks Women Men 20-30mmHg YKK Side Zippers Open Toe Knee High Support Stockings Sleeves Graduated Athletic Medical Fit for Running Flight Nurses (Black L),FRANK&CLAIRE,Health & Household,$0,0,$19.99,$5.41,14.58,"273,593",109,65,1,FRANK&CLAIRE,4.2,"""0.1"" x ""6.5"" x ""11""",Standard (Small),0.0992
B07G74LDV9,Toeless Compression Socks Women Men YKK Side Zipper Open Toe 20-30mmHg Knee High Support Stockings Sleeves Graduated Athletic Medical Fit for Running Flight Nurses (Beige XL),FRANK&CLAIRE,Health & Household,$599.7,30,$19.99,$5.41,14.58,"175,758",108,65,1,FRANK&CLAIRE,4.3,"""0.5"" x ""6"" x ""9.4""",Standard (Small),0.2006
B07MK21N2S,"Women Ankle Socks, Big&Tall Crew Cotton Socks, Thin Casual Socks, Calcetines for Women 5 Pairs",FRANK&CLAIRE,"Clothing, Shoes & Jewelry",$0,0,$9.99,$4.69,5.3,"4,328,988",1,60,1,FRANK&CLAIRE,4,"""1.8898"" x ""6.1811"" x ""11.0236""",Standard (Large),0.3042
B07JBR6GLK,Zippered Compression Stocking for Men Zipper Compression Stockings Open Toe Toeless Knee High Support Stockings Sleeves Wide Calf Graduated Medical Fit for Pregnancy Flight Nurses Running (Black XXL),FRANK&CLAIRE,Health & Household,$2398.8,120,$19.99,N.A.,N.A.,"63,698",108,65,1,FRANK&CLAIRE,4.3,N.A.,,
B07G76BSKQ,Zippered Compression Stockings 20-30mmHg,FRANK&CLAIRE,Health & Household,$599.7,30,$19.99,$5.41,14.58,"142,389",62,57,1,FRANK&CLAIRE,4,"""0.6299"" x ""6.1811"" x ""11.378""",Standard (Small),0.2072
B07G75XQPY,"Zippered Compression Stockings Women Men Open Toe Toeless 20-30mmHg, YKK Side Zippers Knee High Support Hose Socks Sleeves Plus Size Graduated Medical Fit for Running Flight Nurses (Beige M)",FRANK&CLAIRE,Health & Household,$0,0,$19.99,$5.41,14.58,"390,104",109,45,1,FRANK&CLAIRE,4.2,"""0.748"" x ""6.1417"" x ""11.2992""",Standard (Small),0.2116
B07G75R928,"Zippered Compression Stockings Women Men Open Toe Toeless 20-30mmHg, YKK Side Zippers Knee High Support Hose Socks Sleeves Plus Size Graduated Medical Fit for Running Flight Nurses (Beige M)",FRANK&CLAIRE,Health & Household,$0,0,$19.99,N.A.,N.A.,"326,075",108,65,1,FRANK&CLAIRE,4.3,N.A.,,
B07J9PNR7M,"Zippered Compression Stockings Women Men Open Toe Toeless 20-30mmHg, YKK Side Zippers Knee High Support Hose Socks Sleeves Plus Size Graduated Medical Fit for Running Flight Nurses (Beige XXL)",FRANK&CLAIRE,Health & Household,$1799.1,90,$19.99,$5.41,14.58,"111,587",109,65,1,FRANK&CLAIRE,4.2,"""0.6"" x ""3.9"" x ""10.2""",Standard (Small),0.2006
